epoch,train_tot,train_nll,train_kl,val_tot,val_nll,val_kl,train,val
18,1090.8987503051758,132.64773348544506,958.2510168197307,1090.9024398479055,111.80103318234707,979.1014066655586,1090.8987503051758,1090.9024398479055
19,1097.7253040151393,138.40644077544516,959.3188632396941,1059.9762748555934,80.69197050054022,979.2843043550532,1097.7253040151393,1059.9762748555934
20,1049.5309737996852,92.06242378721846,957.4685500124667,1048.7007238509807,70.93802853848072,977.7626953125,1049.5309737996852,1048.7007238509807
21,1034.0205384924056,75.5399398803711,958.4805986120346,1052.9008230655752,73.7254781520113,979.1753449135638,1034.0205384924056,1052.9008230655752
22,1027.2147510609727,68.80568954792429,958.4090615130485,1042.2325627753075,65.57123257251496,976.6613302027926,1027.2147510609727,1042.2325627753075
23,1031.718522213875,73.51150654731913,958.2070156665559,1036.7414901408742,56.33767115816157,980.4038189827128,1031.718522213875,1036.7414901408742
24,1022.9329043043421,64.98276872837798,957.950135575964,1031.6986278777426,53.996396328540555,977.7022315492021,1022.9329043043421,1031.6986278777426
25,1036.2486210275204,77.80712647133686,958.4414945561836,1034.144400089345,54.016927516206785,980.1274725731383,1036.2486210275204,1034.144400089345
26,1013.2143495843766,55.87865882224225,957.3356907621343,1026.701378355635,47.84437203914561,978.8570063164893,1013.2143495843766,1026.701378355635
27,1013.8770009304615,55.83044539106653,958.046555539395,1018.2868493262757,40.0105029167013,978.2763464095744,1013.8770009304615,1018.2868493262757
28,1006.9384462072494,48.759232703675615,958.1792135035738,1020.1119037384683,41.93612248846825,978.17578125,1006.9384462072494,1020.1119037384683
29,1009.5989882286559,51.443447275364655,958.1555409532913,1025.7942764606883,45.83554142079455,979.9587350398937,1009.5989882286559,1025.7942764606883
30,1007.9939427477249,50.23547444445022,957.7584683032746,1026.4952814629737,49.59811141643118,976.8971700465426,1007.9939427477249,1026.4952814629737
31,1003.9333385305201,45.7846971471259,958.1486413833943,1018.2756516476895,42.878969882396945,975.3966817652926,1003.9333385305201,1018.2756516476895
32,1001.1754594356456,42.8456773960844,958.3297820395612,1027.9491583641538,48.67067182824967,979.2784865359042,1001.1754594356456,1027.9491583641538
33,1003.3484876105126,45.76685503695874,957.5816325735539,1013.9076937411694,35.54230353172789,978.3653902094414,1003.3484876105126,1013.9076937411694
34,1002.3588510472724,44.29101112041067,958.0678399268617,1026.644549430685,48.717666950631646,977.9268824800532,1002.3588510472724,1026.644549430685
35,997.3021715854077,39.301010618818566,958.001160966589,1012.1748865005818,33.597177059092424,978.5777094414893,997.3021715854077,1012.1748865005818
36,997.3858492830966,39.70503198339584,957.6808172997008,1017.2105290839013,39.39055941967254,977.8199696642288,997.3858492830966,1017.2105290839013
37,995.9222152791125,37.57058654947484,958.3516287296376,1015.8314234956782,38.366257687832444,977.4651658078458,995.9222152791125,1015.8314234956782
38,994.2560295348471,36.968726665415666,957.2873028694315,1011.8162744400349,33.63748039083278,978.1787940492021,994.2560295348471,1011.8162744400349
39,998.8314753187464,40.56376603309145,958.267709285655,1016.5170229648022,38.41020364964262,978.1068193151596,998.8314753187464,1016.5170229648022
40,991.7931119228931,33.32075305695229,958.4723588659408,1011.733496158681,33.37272903767038,978.3607671210107,991.7931119228931,1011.733496158681
41,992.1144956629327,34.347838259757836,957.7666574031749,1014.459281109749,35.59652969685007,978.8627514128989,992.1144956629327,1014.459281109749
42,992.3569124505875,34.587503270899994,957.7694091796875,1010.7308677511012,30.836689725835274,979.894178025266,992.3569124505875,1010.7308677511012
43,993.3024647489507,35.98301453286029,957.3194502160904,1010.2260514928939,32.21572486390459,978.0103266289893,993.3024647489507,1010.2260514928939
44,993.4128141200289,36.11382496610601,957.2989891539229,1007.1074533665434,27.29273012851147,979.8147232380319,993.4128141200289,1007.1074533665434
45,989.0736003632242,31.617244395803898,957.4563559674202,1006.6027176227975,28.239311705244347,978.3634059175532,989.0736003632242,1006.6027176227975
46,990.6649163834592,33.11397150729565,957.5509448761636,1011.044967002057,32.125782743413396,978.9191842586437,990.6649163834592,1011.044967002057
47,990.5384984523693,33.09407420868569,957.4444242436836,1001.4338128921834,26.287816798433344,975.14599609375,990.5384984523693,1001.4338128921834
48,987.4991792719414,30.003575101811837,957.4956041701297,1008.1929759573429,31.533733936066323,976.6592420212766,987.4991792719414,1008.1929759573429
49,986.8212828534714,29.92227525913969,956.8990075943318,1007.7086665376704,30.732883209877826,976.9757833277926,986.8212828534714,1007.7086665376704
50,988.0296743271199,30.842045763705638,957.1876285634143,1002.3094198348674,24.006841294308927,978.3025785405586,988.0296743271199,1002.3094198348674
51,986.6783448077263,29.523054488161776,957.1552903195645,1000.0423413540454,21.449048468407163,978.5932928856383,986.6783448077263,1000.0423413540454
52,984.8117806252013,28.252931046993176,956.5588495782081,1009.262312219498,32.701973123753326,976.5603390957447,984.8117806252013,1009.262312219498
53,985.5576810633883,28.753500025323095,956.8041810380652,998.5573532429147,20.724605154483875,977.8327480884309,985.5576810633883,998.5573532429147
54,985.0362432561022,28.46920977247522,956.567033483627,1012.3659567325673,34.4688386308386,977.8971181017288,985.0362432561022,1012.3659567325673
55,986.2698655635753,29.200714030164352,957.069151533411,1000.3787250924618,23.086535514669215,977.2921895777926,986.2698655635753,1000.3787250924618
56,984.7279675463412,28.162306704419724,956.5656608419215,1005.288277159346,27.522049599505486,977.7662275598404,984.7279675463412,1005.288277159346
57,985.8402576446533,29.07375088143856,956.7665067632148,1002.2936930554978,24.847029990338264,977.4466630651596,985.8402576446533,1002.2936930554978
58,984.7707727716324,27.699801871117124,957.0709709005152,998.1246962851667,21.9089175285177,976.2157787566489,984.7707727716324,998.1246962851667
59,983.903781200977,26.816906097087454,957.0868751038896,1000.9293501833652,22.881768733897108,978.0475814494681,983.903781200977,1000.9293501833652
60,981.0614933054497,24.55495994649035,956.5065333589595,997.6403164153403,23.350121518398854,974.2901948969414,981.0614933054497,997.6403164153403
61,982.0483762254106,25.601597583040277,956.4467786423703,996.431924211218,20.14153192398396,976.290392287234,982.0483762254106,996.431924211218
62,981.7450400413351,25.806886835301174,955.9381532060339,1003.9696710464802,28.02153274860788,975.9481382978723,981.7450400413351,1003.9696710464802
63,979.2228983006579,23.38420253104352,955.8386957696143,999.1412015874336,22.210651803523938,976.9305497839096,979.2228983006579,999.1412015874336
64,981.3856588728885,24.44677973808126,956.9388791348072,1001.41841011859,22.28073558401554,979.1376745345744,981.3856588728885,1001.41841011859
65,979.8274927545101,23.206483414832583,956.6210093396775,1001.0316006274934,25.038550843583778,975.9930497839096,979.8274927545101,1001.0316006274934
66,978.7788323341532,23.297093533455058,955.4817388006982,992.5767567411382,19.322798546324385,973.2539581948138,978.7788323341532,992.5767567411382
67,979.9621484431815,23.618050412928806,956.3440980302527,996.3580476476791,19.059115633051444,977.2989320146277,979.9621484431815,996.3580476476791
68,979.218025065483,23.293576199957666,955.9244488655253,1005.0067128932222,29.08386133072224,975.9228515625,979.218025065483,1005.0067128932222
69,977.6743042519752,22.01979700047919,955.654507251496,991.3767531374667,14.23085054438165,977.1459025930851,977.6743042519752,991.3767531374667
70,977.6369188694243,21.950560356708284,955.6863585127161,999.8564475850856,24.577026042532413,975.2794215425532,977.6369188694243,999.8564475850856
71,976.864079069584,21.181095671146473,955.6829833984375,997.4220714163273,20.44934244358793,976.9727289727393,976.864079069584,997.4220714163273
72,977.7792859178909,21.93289712134828,955.8463887965426,995.7528269341651,19.92540838363323,975.8274185505319,977.7792859178909,995.7528269341651
73,977.1503241112891,22.163538871927464,954.9867852393617,1000.5711510840882,25.030831519593583,975.5403195644947,977.1503241112891,1000.5711510840882
74,977.462185920553,21.979431598744494,955.4827543218086,993.8002028769636,18.161177777229472,975.639025099734,977.462185920553,993.8002028769636
75,976.3325949729757,20.754597237769595,955.5779977352062,993.5952807487325,17.43324409647191,976.1620366522607,976.3325949729757,993.5952807487325
76,976.2997901997668,20.83569705232661,955.4640931474402,994.6725030452648,18.55318580789769,976.119317237367,976.2997901997668,994.6725030452648
77,974.6477067622733,20.529223239168207,954.118483523105,987.4392641757397,14.22155307201629,973.2177111037234,974.6477067622733,987.4392641757397
78,976.5687144867917,21.28713853308495,955.2815759537068,997.9718551635742,20.606423398281667,977.3654317652926,976.5687144867917,997.9718551635742
79,975.6937181391614,20.750143193184062,954.9435749459774,990.2227137139503,14.169314445333278,976.053399268617,975.6937181391614,990.2227137139503
80,975.7035879175713,20.51701383387789,955.1865740836935,988.7350575873193,14.811894355936253,973.923163231383,975.7035879175713,988.7350575873193
81,975.6917710608625,21.06608409069954,954.6256869701629,988.5237603694835,12.58250995392495,975.9412504155586,975.6917710608625,988.5237603694835
82,976.872445207961,21.68772944998234,955.1847157579788,992.6037318452876,17.640623052069483,974.9631087932181,976.872445207961,992.6037318452876
83,975.8294282872627,20.219475401208754,955.6099528860539,994.2846330683282,17.795022031094167,976.489611037234,975.8294282872627,994.2846330683282
84,975.5451277266158,19.734479559228774,955.810648167387,992.9793335934903,16.249259624075382,976.7300739694149,975.5451277266158,992.9793335934903
85,975.797843040304,20.51155828922353,955.2862847510804,994.8975907995346,18.90323200631649,975.9943587932181,975.797843040304,994.8975907995346
86,973.2310861628106,18.394707131893078,954.8363790309176,993.2719710329745,20.299574507043715,972.9723965259309,973.2310861628106,993.2719710329745
87,972.038347142808,18.364182675138434,953.6741644676696,987.6465176521464,12.730086468635722,974.9164311835107,972.038347142808,987.6465176521464
88,973.1099933157576,18.028110108477005,955.0818832072806,992.5741603120845,16.7202914623504,975.853868849734,973.1099933157576,992.5741603120845
89,972.1575623065868,17.114289679425827,955.043272627161,991.0660252672561,16.082741108346493,974.9832841589096,972.1575623065868,991.0660252672561
90,973.9416588823846,18.888401163385268,955.0532577189994,990.7929614452605,15.533060763744597,975.259900681516,973.9416588823846,990.7929614452605
91,973.1218440177593,18.109624000305825,955.0122200174535,990.8923089859334,14.962766931412068,975.9295420545212,973.1218440177593,990.8923089859334
92,972.004296099886,17.322400945298217,954.6818951545878,990.2022091480012,14.711985161963929,975.4902239860372,972.004296099886,990.2022091480012
93,971.1119604516537,17.092449979579197,954.0195104720744,989.6409996519698,14.07217277364528,975.5688268783244,971.1119604516537,989.6409996519698
94,971.8069420875387,17.138525313519416,954.6684167740193,991.0901089932056,17.438679471929024,973.6514295212766,971.8069420875387,991.0901089932056
95,971.7849780853759,17.454772695581962,954.3302053897938,988.3773943312625,16.373207579267785,972.0041867519947,971.7849780853759,988.3773943312625
96,970.4542057666373,16.162218773618658,954.2919869930187,988.635413474225,14.369175525421792,974.2662379488032,970.4542057666373,988.635413474225
97,972.4029075338485,18.183531598841892,954.2193759350066,987.6685380326941,13.088968966869597,974.5795690658244,972.4029075338485,987.6685380326941
98,973.2412911678882,17.797794139131586,955.4434970287566,990.6005154873462,15.201205314473903,975.3993101728723,973.2412911678882,990.6005154873462
99,967.6557780225227,15.018334642369696,952.637443380153,989.2376730086955,15.14407884313705,974.0935941655586,967.6557780225227,989.2376730086955
100,969.3299715468224,15.106904932793151,954.2230666140292,991.7353152011303,18.01330306682181,973.7220121343086,969.3299715468224,991.7353152011303
101,970.2997571661117,16.056216503711457,954.2435406624003,988.5270796430872,15.799415913033993,972.7276637300532,970.2997571661117,988.5270796430872
102,970.465081326505,17.08416740945045,953.3809139170545,990.6773240109708,16.150001038896278,974.5273229720744,970.465081326505,990.6773240109708
103,969.0227735093299,15.545330544735522,953.4774429645944,987.5835503111495,12.897889157559009,974.6856611535904,969.0227735093299,987.5835503111495
104,970.6529696444247,17.298254094225296,953.3547155501994,990.3364215607339,14.100467438393451,976.2359541223404,970.6529696444247,990.3364215607339
105,968.9811114047436,14.898907438237616,954.082203966506,989.4504318237305,16.512942212693236,972.9374896110372,968.9811114047436,989.4504318237305
106,968.1174383163452,15.288260135244816,952.8291781811004,986.0590693697017,13.258984180206948,972.8000851894947,968.1174383163452,986.0590693697017
107,970.6837400071164,16.389829757365774,954.2939102497506,985.7509240089579,13.533555741005756,972.2173682679521,970.6837400071164,985.7509240089579
108,968.1222087576034,15.120599766995044,953.0016089906084,986.3267536569149,12.678804438164894,973.64794921875,968.1222087576034,986.3267536569149
109,968.1323690921703,15.05092351994616,953.0814455722241,986.0644829932679,11.4856723217254,974.5788106715426,968.1323690921703,986.0644829932679
110,966.3802214074642,13.605096999635087,952.7751244078291,984.2149368448461,11.672747267053483,972.5421895777926,966.3802214074642,984.2149368448461
111,968.3398817346451,15.133106312853224,953.2067754217919,987.0332657834317,14.746312242873172,972.2869535405586,968.3398817346451,987.0332657834317
112,967.630231583372,14.838284847584177,952.7919467357879,985.8817000693464,12.303762070676113,973.5779379986702,967.630231583372,985.8817000693464
113,967.3126881071862,14.76814023484575,952.5445478723404,988.637233328312,15.265391572992852,973.3718417553191,967.3126881071862,988.637233328312
114,967.8223779049325,14.97160236886207,952.8507755360705,983.339178856383,11.504945146276595,971.8342337101063,967.8223779049325,983.339178856383
115,967.0123462677002,14.790480877490754,952.2218653902095,985.8969213607463,12.890937318193151,973.0059840425532,967.0123462677002,985.8969213607463
116,965.8120339170415,13.404906049687812,952.4071278673538,987.1891959981715,15.51272907662899,971.6764669215426,965.8120339170415,987.1891959981715
117,965.2367256752988,12.748480786668493,952.4882448886303,990.8163911535385,17.729404368299118,973.0869867852393,965.2367256752988,990.8163911535385
118,966.8401583864334,13.505981815622208,953.3341765708112,987.8262030418883,14.34454995013298,973.4816530917553,966.8401583864334,987.8262030418883
119,966.870468687504,14.58889403241746,952.2815746550864,986.8288230084358,13.673559959898604,973.1552630485372,966.870468687504,986.8288230084358
120,966.3938157101895,13.32058391165226,953.0732317985372,986.669747048236,12.064527633342337,974.6052194148937,966.3938157101895,986.669747048236
121,965.346475185232,12.86816084638555,952.4783143388464,983.6128354985664,9.577897416784408,974.0349380817819,965.346475185232,983.6128354985664
122,966.0895295346037,13.448799346355681,952.640730188248,987.0280786067882,13.956550598144531,973.0715280086437,966.0895295346037,987.0280786067882
123,965.0340169541379,13.122478972090052,951.9115379820479,983.2345805066697,12.516838236058012,970.7177422706117,965.0340169541379,983.2345805066697
124,964.5225472348801,12.317104197563008,952.2054430373172,980.5647767249574,9.619796671765917,970.9449800531914,964.5225472348801,980.5647767249574
125,964.8372774124146,13.225789557112025,951.6114878553025,982.175065547862,9.926540780574717,972.2485247672872,964.8372774124146,982.175065547862
126,964.8586157332076,12.915912161482142,951.9427035717254,982.1347114887643,10.364245232115401,971.7704662566489,964.8586157332076,982.1347114887643
127,965.5200440934364,13.449877038915107,952.0701670545212,986.574354861645,13.33039084901201,973.243964012633,965.5200440934364,986.574354861645
128,965.0381009020704,12.83194232494273,952.2061585771277,978.956896193484,10.210366107047872,968.7465300864362,965.0381009020704,978.956896193484
129,964.872514004403,12.998902229552574,951.8736117748504,983.6039165740317,12.817711038792387,970.7862055352393,964.872514004403,983.6039165740317
130,965.0566447947888,13.501658612109246,951.5549861826795,983.8031766363915,11.70998764038086,972.0931889960107,965.0566447947888,983.8031766363915
131,964.7551597838706,13.05849412147035,951.6966656624003,980.7932046119203,11.162854296095828,969.6303503158244,964.7551597838706,980.7932046119203
132,965.2241744690753,12.927463095238869,952.2967113738364,986.5894562741544,13.621578947026679,972.9678773271277,965.2241744690753,986.5894562741544
133,963.649951904378,12.65518534437139,950.9947665600066,982.7747245950902,12.327271968760389,970.4474526263298,963.649951904378,982.7747245950902
134,964.4841145556023,13.58358887408642,950.900525681516,989.1823396074011,15.545444245034076,973.636895362367,964.4841145556023,989.1823396074011
135,963.7414564173272,13.170632260911008,950.5708241564163,983.0990545394573,11.799281018845578,971.2997735206117,963.7414564173272,983.0990545394573
136,962.8045975705411,12.225394715654089,950.579202854887,982.5703487802059,11.274668510923995,971.2956802692819,962.8045975705411,982.5703487802059
137,962.416565367516,11.675750509221503,950.7408148582946,981.8508015084774,10.63907444730718,971.2117270611702,962.416565367516,981.8508015084774
138,960.8956595786075,11.058726036802252,949.8369335418051,982.4866755059425,11.812920103681849,970.6737554022607,960.8956595786075,982.4866755059425
139,962.9477066587895,12.18160636374291,950.7661002950465,982.8443919242696,10.139999470812208,972.7043924534574,962.9477066587895,982.8443919242696
140,962.7717021779811,11.99287929940731,950.7788228785738,981.1191879434789,11.617068595074592,969.5021193484042,962.7717021779811,981.1191879434789
141,962.6999030214675,12.528655255094488,950.171247766373,982.5605374600025,10.693536961332281,971.8670004986702,962.6999030214675,982.5605374600025
142,964.6685589019288,12.916121391539878,951.752437510389,980.6748670212766,10.261749916888299,970.4131171043883,964.6685589019288,980.6748670212766
143,962.0909434075052,11.278745986045674,950.8121974214595,980.5102998449447,9.824160799067071,970.6861390458777,962.0909434075052,980.5102998449447
144,961.7775569063552,11.4585534156637,950.3190034906914,982.5856019689681,11.631656240909658,970.9539457280586,961.7775569063552,982.5856019689681
145,963.2575649099147,12.366271120436648,950.891293789478,980.4862303226552,10.940134494862658,969.5460958277926,963.2575649099147,980.4862303226552
146,963.4562977932869,12.724007078941833,950.732290714345,982.0415584483045,10.489862969581116,971.5516954787234,963.4562977932869,982.0415584483045
147,962.0198575232891,10.968925633329027,951.0509318899601,978.3440921864611,8.107909506939826,970.2361826795212,962.0198575232891,978.3440921864611
148,960.241016337212,10.645271656361032,949.5957446808511,978.8189594999272,8.567702435432597,970.2512570644947,960.241016337212,978.8189594999272
149,963.0951846508269,13.227824434320977,949.867360216506,980.6678166490921,10.727833686990941,969.9399829621011,963.0951846508269,980.6678166490921
150,960.1629033088684,10.622669453316547,949.5402338555518,979.3699525062074,9.848977190382938,969.5209753158244,960.1629033088684,979.3699525062074
151,960.4410236794898,10.556172345546965,949.8848513339428,982.1094097380942,12.904861450195312,969.2045482878989,960.4410236794898,982.1094097380942
152,960.6040510015284,10.629818226428743,949.9742327750997,978.3096741209639,8.766227478676655,969.5434466422872,960.6040510015284,978.3096741209639
153,960.9655836287965,11.412657057985346,949.5529265708112,982.5717753146557,10.80283623553337,971.7689390791223,960.9655836287965,982.5717753146557
154,961.8989782434829,11.884621995560666,950.0143562479223,979.7072859419153,10.44026882090467,969.2670171210107,961.8989782434829,979.7072859419153
155,960.7091300538245,10.811404197774035,949.8977258560506,977.8077680709514,8.114824254462059,969.6929438164893,960.7091300538245,977.8077680709514
156,960.4376029359534,10.437528914593635,950.0000740213598,978.0949875851895,9.456554656333111,968.6384329288563,960.4376029359534,978.0949875851895
157,959.903951979698,10.756004059568365,949.1479479201297,978.9510086546553,8.614821819548911,970.3361868351063,959.903951979698,978.9510086546553
158,959.9063808410725,10.787585649084537,949.118795191988,980.2794962132231,11.696561123462434,968.5829350897607,959.9063808410725,980.2794962132231
159,961.6485526713919,12.126333277276222,949.5222193941157,977.0883466842326,8.548920570535863,968.5394261136968,961.6485526713919,977.0883466842326
160,959.4607692627196,9.808604722327374,949.6521645403923,978.574522951816,11.404092017640458,967.1704309341756,959.4607692627196,978.574522951816
161,960.0304378651558,10.45635287305142,949.5740849921044,980.7078384237086,10.315634301368226,970.3922041223404,960.0304378651558,980.7078384237086
162,960.574151028978,11.263039254127666,949.3111117748504,978.8058327208174,9.131059200205701,969.6747735206117,960.574151028978,978.8058327208174
163,959.8660866960566,10.322446559337859,949.5436401367188,978.9348954545691,9.000667977840342,969.9342274767288,959.8660866960566,978.9348954545691
164,959.9918872346269,10.941012483962039,949.0508747506649,977.5641935632584,10.052661814588182,967.5115317486702,959.9918872346269,977.5641935632584
165,959.4009602932219,10.101723102813072,949.2992371904089,979.962574005127,10.622179640100358,969.3403943650266,959.4009602932219,979.962574005127
166,958.3657045719472,9.563088371398601,948.8026162005485,975.8640642369047,8.3935481132345,967.4705161236702,958.3657045719472,975.8640642369047
167,958.5587820753138,9.80687829788695,948.7519037774268,987.6153002799825,15.738367932908078,971.8769323470744,958.5587820753138,987.6153002799825
168,959.1290714943663,10.397488528109612,948.7315829662566,977.7910303968064,11.875180995210687,965.9158494015958,959.1290714943663,977.7910303968064
169,959.6555630450553,10.539737797797994,949.1158252472574,979.1591848819813,11.286023728390957,967.8731611535904,959.6555630450553,979.1591848819813
170,958.9863193085853,10.531107425689697,948.4552118828956,977.9135616383654,8.384586821211146,969.5289748171542,958.9863193085853,977.9135616383654
171,958.1125619462196,9.360511424693655,948.7520505215259,977.3989699343417,9.039594934341755,968.359375,958.1125619462196,977.3989699343417
172,957.8022208822534,9.8318515026823,947.9703693795711,978.4879584616804,9.468666157823927,969.0192923038563,957.8022208822534,978.4879584616804
173,958.0378891001357,10.20533320751596,947.8325558926197,975.8478871609302,7.848032606408951,967.9998545545212,958.0378891001357,975.8478871609302
174,957.4324181079865,9.463027888155999,947.9693902198304,979.3258862596878,8.892998959155793,970.4328873005319,957.4324181079865,979.3258862596878
175,959.183829906139,11.100898712239367,948.0829311938996,976.8815870082125,9.953125405818858,966.9284616023937,959.183829906139,976.8815870082125
176,957.6656525591586,10.001164111685245,947.6644884474734,978.3247973665278,9.20509573753844,969.1197016289893,957.6656525591586,978.3247973665278
177,957.7563705850155,10.157476749825985,947.5988938351895,975.3325284592648,8.373544084264877,966.958984375,957.7563705850155,975.3325284592648
178,957.174173710194,9.766744562920104,947.4074291472739,976.1688068471057,8.41825623207904,967.7505506150266,957.174173710194,976.1688068471057
179,956.5423370270018,9.364966265698696,947.1773707613032,978.6764833977882,9.977981486219042,968.6985019115691,956.5423370270018,978.6764833977882
180,957.7339539020619,10.177791169349183,947.5561627327128,974.5774267480729,7.679415195546252,966.8980115525266,957.7339539020619,974.5774267480729
181,957.6014823507755,10.168453500625935,947.4330288501496,975.2092941771162,7.772012345334317,967.4372818317819,957.6014823507755,975.2092941771162
182,957.9445613495847,9.67481972308869,948.269741626496,982.5738113078665,14.483801334462267,968.0900099734042,957.9445613495847,982.5738113078665
183,957.0819724519203,9.60154136191023,947.48043109001,977.0247009764327,9.994739207815616,967.029961768617,957.0819724519203,977.0247009764327
184,956.7492625256803,9.990094266039259,946.759168259641,977.4261340283333,8.339978360115214,969.0861556682181,956.7492625256803,977.4261340283333
185,957.3521232706436,9.752833356248571,947.599289914395,975.652082564983,8.30075901112658,967.3513235538563,957.3521232706436,975.652082564983
186,957.019513322952,9.272370287712585,947.7471430352393,977.999198629501,8.651760547719103,969.3474380817819,957.019513322952,977.999198629501
187,956.6678154925082,9.651317819635919,947.0164976728723,974.7070630661984,8.89829270383145,965.808770362367,956.6678154925082,974.7070630661984
188,957.0411589602206,10.023217221523852,947.0179417386968,974.9358957168904,8.109568007448887,966.8263277094414,957.0411589602206,974.9358957168904
189,956.0823932404214,9.388623501392122,946.6937697390292,976.3642887764788,9.163303902808655,967.2009848736702,956.0823932404214,976.3642887764788
190,955.3383687252694,8.593833319684292,946.7445354055851,978.4776742001798,11.141788644993559,967.3358855551862,955.3383687252694,978.4776742001798
191,956.0909332163791,9.048295614567209,947.0426376018119,971.7024644080628,6.964671439312874,964.73779296875,956.0909332163791,971.7024644080628
192,955.5493897377177,8.810642283013527,946.7387474547041,976.3155816260804,10.956975409325134,965.3586062167553,955.5493897377177,976.3155816260804
193,956.350727999464,9.589359876957346,946.7613681225066,975.6229552411019,9.542690114772066,966.0802651263298,956.350727999464,975.6229552411019
194,955.5169260349679,9.116402950692684,946.4005230842753,976.336652877483,10.36510824649892,965.971544630984,955.5169260349679,976.336652877483
195,955.4748138265406,8.823327165968875,946.6514866605718,974.8092396512944,7.952607337464678,966.8566323138298,955.4748138265406,974.8092396512944
196,955.1460064421309,8.825919902071039,946.3200865400598,974.4217436770175,8.710639953613281,965.7111037234042,955.1460064421309,974.4217436770175
197,954.9338284502638,9.033407956995863,945.9004204932679,974.4231657474598,8.30892871288543,966.1142370345744,954.9338284502638,974.4231657474598
198,955.687227086818,9.601219461319294,946.0860076254987,978.4677360210013,13.75247671249065,964.7152593085107,955.687227086818,978.4677360210013
199,954.991996049881,8.643722955216752,946.3482730946643,976.5407504629582,10.113909538756026,966.4268409242021,954.991996049881,976.5407504629582
200,954.8603245654004,8.634569807255522,946.225754758145,975.5681970474568,9.173011292802526,966.3951857546542,954.8603245654004,975.5681970474568
201,954.1673621877711,8.407362811108852,945.7599993766622,975.136291260415,7.6181105755745095,967.5181806848404,954.1673621877711,975.136291260415
202,955.5226526615468,9.391651736929061,946.1310009246176,977.1723521618133,8.61804905343563,968.5543031083777,955.5226526615468,977.1723521618133
203,954.5339763418157,8.806284042114907,945.7276922997008,975.3102211647845,7.938628744571767,967.3715924202128,954.5339763418157,975.3102211647845
204,954.4241029911852,8.994041488525715,945.4300615026596,972.3089504241943,7.424444523263485,964.8845059009309,954.4241029911852,972.3089504241943
205,953.9315837849962,8.584692422379838,945.3468913626164,974.2408469179843,7.119150608143908,967.1216963098404,953.9315837849962,974.2408469179843
206,953.4996032156843,8.23101606267564,945.2685871530086,972.0580934565118,7.857274806245845,964.200818650266,953.4996032156843,972.0580934565118
207,955.3568807003346,9.620133120962914,945.7367475793717,973.6342295382885,7.259894431905543,966.374335106383,955.3568807003346,973.6342295382885
208,954.5082945519305,8.949564446794225,945.5587301051363,973.493175100773,9.352144931225066,964.1410301695479,954.5082945519305,973.493175100773
209,953.0302433866135,8.19576813312287,944.8344752534907,971.5147616203795,6.619149918251849,964.8956117021277,953.0302433866135,971.5147616203795
210,953.3319150539155,8.06323180300124,945.2686832509143,972.853763661486,7.9900876309009305,964.8636760305851,953.3319150539155,972.853763661486
211,953.8503903581741,8.819263727106947,945.0311266310672,972.1747839095744,8.453987283909575,963.7207966256649,953.8503903581741,972.1747839095744
