file,DDA_check,SF_check,Npp,Dmob,Dve,V/V0,Mtot/Mbc,core_Df,core_Df_error,Df,Df_error,x,coating_RI,wavelength,core_PSP,Cext,Qext,Cabs,Qabs,SSA,g,Cext_HS,Qext_HS,Cabs_HS,Qabs_HS,SSA_HS,g_HS,Cext_CS,Qext_CS,Cabs_CS,Qabs_CS,SSA_CS,g_CS
coated_2_1,TRUE,TRUE,28,0.178167,0.121537,1,1,1.76891,0.0282701,2.080580124,0,0.448060544,(1.6+0j),0.7,0.213940952,0.009513711,0.820055102,0.008699284,0.749853819,0.085605569,0.270920362,0.00947664,0.816859706,0.008327318,0.717791372,0.121279497,0.066140142,0.00947664,0.816859706,0.008327318,0.717791372,0.121279497,0.066140142
coated_2_2,TRUE,TRUE,28,0.212089,0.1526456,1.98733,1.65822,1.75672,0.032673,1.97919171,0,0.415192507,(1.6+0.29484j),0.3,0.499255732,0.050413231,2.754774583,0.032050442,1.75136053,0.36424543,0.725672459,0.048799339,2.666585297,0.027505314,1.502997113,0.436358884,0.551949912,0.046864708,2.560869516,0.026902186,1.470039876,0.425960649,0.534572068
coated_2_3,TRUE,TRUE,28,0.236641,0.1815406,3.33646,2.55764,1.74057,0.028973,2.298374493,0,0.391745984,(1.6+0j),1,0.156054314,0.008855559,0.342120092,0.007653154,0.29566713,0.135779697,0.199265715,0.008520509,0.329175956,0.007247823,0.280007812,0.149367359,0.070171217,0.008613814,0.332780651,0.007241674,0.279770261,0.159295288,0.057771417
coated_2_4,TRUE,TRUE,28,0.327625,0.28235,12.57361,8.71574,1.74511,0.0266969,3,0,0.358700415,(1.6+0j),1.15,0.139077807,0.015809796,0.252499665,0.007893581,0.126069092,0.500715805,0.192065297,0.015223141,0.243130142,0.007508746,0.119922846,0.50675451,0.12440501,0.016105206,0.257217688,0.008057526,0.128687466,0.499694334,0.114128387
coated_2_5,TRUE,TRUE,28,0.53896,0.50311,71.04145,47.6943,1.91471,0.00975629,3,0,0.342395266,(1.6+0.27529j),0.35,0.624598422,0.559272942,2.813248061,0.28748706,1.446113968,0.485962867,0.945100306,0.542404169,2.728394959,0.281177602,1.414376206,0.481608702,0.849102452,0.545490296,2.743918758,0.281353458,1.415260794,0.484219134,0.850771089
coated_2_6,TRUE,TRUE,28,0.501229,0.469836,58.0774,39.0516,1.90932,0.0145945,3,0,0.342085011,(1.6+0j),0.75,0.290638633,0.417843164,2.410076564,0.023135399,0.133442612,0.944631381,0.742832488,0.428089471,2.469176213,0.021358833,0.123195563,0.950106614,0.590373528,0.429137934,2.475223639,0.02414588,0.139270963,0.943733988,0.58641272
coated_2_7,TRUE,TRUE,28,0.511091,0.471102,58.33915,39.2261,2.02989,0.0225933,3,0,0.344345307,(1.6+0.10356j),0.95,0.276282634,0.290538236,1.666800098,0.109272914,0.626892026,0.623894895,0.722318946,0.294799105,1.691244447,0.110422432,0.633486746,0.625431589,0.57730297,0.29412868,1.687398257,0.111154902,0.637688879,0.622087509,0.572965173
coated_2_8,TRUE,TRUE,28,0.312874,0.279128,12.149665,8.43311,2.00719,0.0230112,3,0,0.352915144,(1.6+0.1896j),0.75,0.374939676,0.078205819,1.278033909,0.046276413,0.756245839,0.408274043,0.409386333,0.077251459,1.262437832,0.045567243,0.744656629,0.410143922,0.329481798,0.078718447,1.286411243,0.046392076,0.758135998,0.410658138,0.30520221
coated_2_9,TRUE,TRUE,28,0.54937,0.516002,76.6045,51.403,2.01789,0.0275762,3,0,0.34150122,(1.6+0.01122j),0.75,0.427832005,0.553104995,2.644934549,0.0448233,0.214343924,0.918960594,0.753869563,0.557595421,2.666407654,0.04160576,0.198957726,0.925383605,0.612971851,0.552553513,2.642297372,0.046330461,0.22155113,0.916152083,0.60706696
coated_2_10,TRUE,TRUE,28,0.448171,0.413946,39.6703,26.7802,2.00428,0.0149239,3,0,0.344664701,(1.6+0j),1,0.335681724,0.112593234,0.836633082,0.013900786,0.10329091,0.876539773,0.497760586,0.1096656,0.814879062,0.01211468,0.090019107,0.889530716,0.395810009,0.112423802,0.835374101,0.014407026,0.107052565,0.87185075,0.378379255
coated_3_1,TRUE,TRUE,34,0.211279,0.129553,1,1,1.77705,0.023915,1.948688456,0,0.472057254,(1.6+0j),0.55,0.251166338,0.015680533,1.189531627,0.013541893,1.02729352,0.136388225,0.46855716,0.018540802,1.406512773,0.014323426,1.086580943,0.227464575,0.124796889,0.018540802,1.406512773,0.014323426,1.086580943,0.227464575,0.124796889
coated_3_2,TRUE,TRUE,34,0.23176,0.1475832,1.47856,1.31904,1.77632,0.0305371,1.998984543,0,0.448565276,(1.6+0.29637j),0.35,0.394721065,0.039938466,2.334681566,0.028554428,1.669205216,0.28503945,0.663255228,0.044294173,2.589302952,0.026278886,1.536183947,0.406719115,0.425560876,0.043973718,2.570570167,0.025972665,1.518283215,0.409359358,0.400458271
coated_3_3,TRUE,TRUE,34,0.411287,0.354252,20.4514,13.9676,1.80163,0.0257867,3,0,0.356147625,(1.6+0.01847j),1.05,0.140664795,0.055841589,0.566556553,0.017920638,0.181818873,0.679080806,0.338981543,0.054913663,0.557142017,0.017146803,0.173967715,0.687749785,0.24690348,0.057956187,0.588010803,0.019127601,0.194064462,0.669964462,0.229859894
coated_3_4,TRUE,TRUE,34,0.425475,0.366326,22.6021,15.4014,1.78375,0.0264232,3,0,0.355862542,(1.6+0j),1.15,0.131830623,0.045221215,0.429058845,0.011260051,0.106835351,0.751000703,0.294147183,0.04390292,0.416550858,0.010559786,0.100191239,0.759474175,0.214613476,0.046586806,0.442015573,0.012293329,0.116639094,0.736119944,0.201353188
coated_3_5,TRUE,TRUE,34,0.498766,0.453916,43.01725,29.0115,1.83339,0.0312064,3,0,0.346263705,(1.6+0.19011j),0.4,0.426770477,0.519340657,3.209308447,0.225639608,1.394358576,0.56552678,0.916980533,0.50414731,3.115419905,0.220292195,1.361313799,0.563040027,0.811349179,0.499969009,3.089599747,0.218535639,1.350459012,0.56290163,0.800620609
coated_3_6,TRUE,TRUE,34,0.361847,0.316182,14.53135,10.0209,1.86254,0.0305369,3,0,0.355083835,(1.6+0j),0.45,0.389039366,0.213554328,2.719845359,0.039902716,0.508204255,0.813149577,0.793331431,0.224272112,2.856347927,0.037993827,0.48389248,0.830590498,0.645431147,0.201211018,2.562639951,0.038615088,0.491804909,0.808086615,0.593952375
coated_3_7,TRUE,TRUE,34,0.393731,0.341688,18.35185,12.5679,1.83319,0.0251142,3,0,0.355364206,(1.6+0j),0.55,0.316092746,0.213480691,2.328140919,0.034363811,0.374758932,0.839030821,0.762999053,0.22920461,2.499620132,0.032265326,0.351873636,0.859229156,0.600567448,0.222427228,2.425708525,0.036132209,0.394044415,0.83755492,0.58452219
coated_3_8,TRUE,TRUE,34,0.560273,0.5123,61.82695,41.5513,1.86713,0.0354244,3,0,0.345034338,(1.6+0.0016j),1.2,0.172198951,0.181782166,0.881886472,0.015651271,0.075929585,0.913900953,0.521700754,0.177282627,0.860057692,0.014293808,0.069344075,0.919372763,0.424183354,0.179788633,0.872215174,0.016467881,0.079891233,0.908404215,0.411927784
coated_3_9,TRUE,TRUE,34,0.548076,0.502208,58.3051,39.2034,1.87668,0.0469125,3,0,0.344847816,(1.6+0j),1.05,0.202169992,0.237291644,1.19791309,0.017505667,0.088373395,0.926227207,0.670803935,0.239470868,1.208914409,0.016922761,0.085430726,0.929332692,0.540678434,0.239304137,1.208072706,0.018260422,0.092183603,0.923693663,0.527073448
coated_3_10,TRUE,TRUE,34,0.593944,0.559864,80.7334,54.1556,1.9875,0.0168627,3,0,0.340797688,(1.6+0j),0.7,0.363279258,0.870760196,3.537069567,0.036871647,0.149774395,0.957655796,0.823455687,0.891840295,3.622697937,0.034040292,0.138273295,0.961831404,0.699228069,0.868112431,3.526314221,0.038897435,0.158003241,0.955193091,0.676122766
coated_4_1,TRUE,TRUE,26,0.18643,0.118553,1,1,1.81939,0.0374087,2.024633153,0,0.472220823,(1.6+0j),0.9,0.170682113,0.006524462,0.59105748,0.006219808,0.563458584,0.046694099,0.164039885,0.005851905,0.530129911,0.005493971,0.497704246,0.061165507,0.038019503,0.005851905,0.530129911,0.005493971,0.497704246,0.061165507,0.038019503
coated_4_2,TRUE,TRUE,26,0.473941,0.425932,46.41895,31.2793,1.81724,0.0371946,3,0,0.348384082,(1.6+0j),0.7,0.219472108,0.327622391,2.299339791,0.023792852,0.16698447,0.927377211,0.750353528,0.34164177,2.397731465,0.021737982,0.152562852,0.936372002,0.594950275,0.342224521,2.401821367,0.023785218,0.166930892,0.930498207,0.589690527
coated_4_3,TRUE,TRUE,26,0.349412,0.30587,17.21215,11.8081,1.82612,0.0330964,3,0,0.355141462,(1.6+0.00144j),0.85,0.181869892,0.048675389,0.662438829,0.013109976,0.178417828,0.730665202,0.368160404,0.047256932,0.6431346,0.01199963,0.163306779,0.746076826,0.287197999,0.050465268,0.686797859,0.014226515,0.193613166,0.718092939,0.262304648
coated_4_4,TRUE,TRUE,26,0.533237,0.489982,70.7284,47.4856,1.81554,0.0267232,3,0,0.344588264,(1.6+0.15047j),0.55,0.285504573,0.604551853,3.206146943,0.224291645,1.189495936,0.62899519,0.880869904,0.603669651,3.201468323,0.218828638,1.160523725,0.637502668,0.763334995,0.591129976,3.134966102,0.217138938,1.151562664,0.632671414,0.744019165
coated_4_5,TRUE,TRUE,26,0.53264,0.487472,69.5944,46.7296,1.79668,0.0392845,3,0,0.34514672,(1.6+0.15815j),0.9,0.190955042,0.380037967,2.036281213,0.164253444,0.880086285,0.567797277,0.764773077,0.389282989,2.085816959,0.166745561,0.893439294,0.571659781,0.615717935,0.388465796,2.081438357,0.167890655,0.899574823,0.567810971,0.617397935
coated_4_6,TRUE,TRUE,26,0.51741,0.475308,64.66,43.44,1.83252,0.0500728,3,0,0.344763598,(1.6+0.1845j),1.1,0.196752813,0.259058527,1.460016495,0.134538599,0.758240139,0.480663306,0.587706544,0.259935769,1.464960503,0.135202711,0.761982979,0.479861077,0.456301196,0.260364617,1.467377432,0.135565656,0.764028483,0.479323815,0.450725531
coated_4_7,TRUE,TRUE,26,0.449846,0.419502,44.407,29.938,1.92,0.0214225,3,0,0.343238496,(1.6+0.00947j),0.95,0.244289258,0.139696868,1.010715014,0.020254657,0.14654363,0.85500994,0.586291723,0.138711352,1.003584749,0.019146114,0.138523258,0.861971539,0.462688943,0.140280459,1.014937325,0.020946442,0.151548731,0.850681685,0.445849082
coated_4_8,TRUE,TRUE,26,0.321827,0.28041,13.280665,9.18711,1.92509,0.0267998,3,0,0.356914039,(1.6+0.22052j),0.4,0.586362834,0.167866804,2.718240921,0.081812161,1.324771536,0.512636453,0.835571979,0.17160497,2.778772462,0.080327492,1.300730515,0.531904633,0.707605223,0.162381323,2.629415384,0.080233826,1.299213811,0.50589252,0.704836962
coated_4_9,TRUE,TRUE,26,0.402,0.367332,29.746,20.164,1.9165,0.0359628,3,0,0.346890737,(1.6+0.02973j),1.15,0.213203228,0.052560453,0.495965755,0.017953064,0.169406932,0.658430183,0.285128315,0.04982479,0.470151761,0.016667093,0.157272375,0.665485938,0.216984781,0.051705754,0.487900732,0.017839493,0.168335261,0.654980511,0.206911928
coated_4_10,TRUE,TRUE,26,0.495926,0.460766,58.70695,39.4713,1.92844,0.0324417,3,0,0.343362803,(1.6+0j),0.6,0.40863952,0.524552608,3.145852233,0.029065875,0.174314158,0.94458921,0.800687358,0.547764474,3.285058671,0.028413645,0.170402598,0.948127989,0.679187415,0.527127882,3.161296694,0.031528286,0.189081758,0.940188544,0.653339374
coated_5_1,TRUE,TRUE,30,0.185667,0.1242226,1,1,1.77052,0.022116,2.026124576,0,0.451547584,(1.6+0.01779j),1.1,0.154917352,0.005912817,0.487869155,0.005724715,0.472348701,0.031812739,0.126092445,0.005185339,0.427844554,0.004975207,0.41050652,0.040524144,0.028005828,0.005185339,0.427844554,0.004975207,0.41050652,0.040524144,0.028005828
coated_5_2,TRUE,TRUE,30,0.219892,0.161533,2.200705,1.80047,1.77621,0.0152585,2.174296075,0,0.406987733,(1.6+0.18544j),0.4,0.452128991,0.039299521,1.917674326,0.026647943,1.300323131,0.321927027,0.643505873,0.044680418,2.180242646,0.027000659,1.317534419,0.395693676,0.411971632,0.04461011,2.17681187,0.026803607,1.307918966,0.399158474,0.36301211
coated_5_3,TRUE,TRUE,30,0.271383,0.213528,5.070655,3.71377,1.81126,0.0251493,2.707862265,0,0.381050566,(1.6+0j),1.15,0.165569701,0.009101836,0.254173037,0.007327781,0.204631718,0.194911777,0.119955403,0.008657961,0.241777597,0.006979069,0.194893755,0.193913096,0.072250445,0.008805373,0.245894148,0.007015851,0.195920908,0.203230702,0.061891544
coated_5_4,TRUE,TRUE,30,0.375412,0.333584,19.3531,13.2354,1.92203,0.0261981,3,0,0.351898245,(1.6+0.22431j),0.55,0.385101584,0.213436131,2.44212356,0.104831788,1.19947911,0.508837665,0.796011046,0.214186842,2.450713157,0.102351657,1.171101592,0.522138448,0.646544299,0.209069733,2.392163503,0.103263809,1.181538379,0.506079589,0.653930076
coated_5_5,TRUE,TRUE,30,0.603573,0.5697,96.47305,64.6487,1.97876,0.0156351,3,0,0.340581335,(1.6+0.03532j),0.5,0.434896772,0.996768074,3.910315495,0.163796132,0.642571294,0.835672775,0.880886367,0.997968244,3.915023757,0.160081699,0.627999596,0.839592392,0.746484261,0.990559958,3.885961091,0.15852381,0.621888006,0.839965457,0.72801211
coated_5_6,TRUE,TRUE,30,0.553392,0.523344,74.7202,50.1468,2.16068,0.0183787,3,0,0.340570441,(1.6+0j),0.8,0.317687379,0.548398294,2.549363212,0.024045817,0.111782843,0.956152641,0.734473081,0.549392226,2.553983749,0.020914442,0.097225884,0.961931675,0.590189588,0.54934444,2.553761604,0.024987259,0.11615937,0.954514404,0.586586506
coated_5_7,TRUE,TRUE,30,0.599632,0.562618,92.9977,62.3318,2.18481,0.0134803,3,0,0.341366863,(1.6+0.31871j),0.3,0.910748502,0.639774068,2.573413093,0.339621995,1.366088019,0.469153233,0.961837437,0.628158282,2.526690011,0.333288819,1.34061359,0.469419049,0.878086392,0.62941997,2.531764999,0.33354074,1.341626912,0.470082368,0.878641074
coated_5_8,TRUE,TRUE,30,0.471319,0.439916,44.43175,29.9545,2.20041,0.0211532,3,0,0.342919078,(1.6+0.25605j),0.35,0.795411337,0.444004869,2.921180114,0.220129034,1.448264649,0.504219325,0.932728135,0.439401618,2.890894577,0.2179202,1.433732374,0.504052349,0.834258486,0.440274109,2.89663484,0.217700442,1.432286548,0.505534309,0.833458284
coated_5_9,TRUE,TRUE,30,0.552368,0.522832,74.45725,49.9715,2.19114,0.0168836,3,0,0.340459943,(1.6+0.15671j),0.75,0.383426918,0.575955078,2.682714204,0.22248496,1.036302282,0.613711263,0.812665152,0.581182838,2.707064345,0.221296754,1.030767794,0.619230405,0.688289607,0.574221364,2.674638819,0.222807118,1.03780285,0.611983927,0.687042148
coated_5_10,TRUE,TRUE,30,0.4328,0.403478,34.2472,23.1648,2.24302,0.0258774,3,0,0.343451089,(1.6+0j),0.65,0.521976827,0.309936659,2.424059901,0.028418731,0.222267051,0.908307938,0.735311759,0.314961043,2.463356336,0.025824359,0.201976089,0.918007766,0.594356006,0.313575296,2.452518213,0.029076721,0.227413281,0.907273561,0.58615161
coated_6_1,TRUE,TRUE,31,0.197842,0.125645,1,1,1.78674,0.0204713,1.927647529,0,0.465552971,(1.6+0.10556j),0.7,0.182582763,0.010512515,0.84786426,0.009625959,0.776361003,0.084333377,0.356438981,0.010716708,0.864333037,0.009314137,0.751211639,0.130877095,0.070764214,0.010716708,0.864333037,0.009314137,0.751211639,0.130877095,0.070764214
coated_6_2,TRUE,TRUE,31,0.25531,0.1794714,2.90881,2.27254,1.80963,0.0373967,2.257305369,0,0.411599067,(1.6+0.18684j),0.8,0.159773505,0.018627736,0.736342196,0.015892124,0.628205249,0.146856921,0.303691328,0.018561707,0.733732121,0.01515745,0.59916407,0.183402153,0.108635445,0.018915171,0.747704322,0.015330434,0.60600201,0.189516507,0.092303054
coated_6_3,TRUE,TRUE,31,0.539979,0.469722,52.2379,35.1586,1.81622,0.0335674,3,0,0.352195753,(1.6+0.00092j),0.8,0.16448902,0.373009514,2.152525102,0.026046756,0.15030795,0.930171337,0.747733839,0.392331468,2.264026254,0.024914464,0.143773838,0.936496391,0.60173719,0.392897512,2.267292724,0.025992075,0.149992404,0.933845153,0.596781536
coated_6_4,TRUE,TRUE,31,0.601186,0.54389,81.11725,54.4115,1.79122,0.0196268,3,0,0.34612547,(1.6+0.23352j),0.5,0.27223613,0.724148871,3.116849475,0.331432532,1.426537213,0.542314371,0.914307983,0.708402519,3.049074721,0.3244453,1.396463079,0.54200431,0.812642622,0.704537164,3.032437633,0.32358859,1.392775665,0.540707565,0.807826129
coated_6_5,TRUE,TRUE,31,0.40886,0.350216,21.66355,14.7757,1.79649,0.0191891,3,0,0.357119231,(1.6+0j),1,0.137311708,0.054846013,0.569355102,0.012596864,0.130767732,0.770323069,0.373167967,0.053813258,0.558634099,0.011695493,0.121410621,0.782665216,0.267246325,0.057137018,0.593137962,0.013936049,0.144669779,0.756094218,0.248569404
coated_6_6,TRUE,TRUE,31,0.408926,0.3632,24.17755,16.4517,1.97875,0.0508419,3,0,0.351250616,(1.6+0j),0.35,0.504151177,0.403728451,3.896797108,0.053979919,0.521015529,0.86629647,0.854250297,0.437848808,4.226127647,0.055143143,0.532242997,0.87405894,0.724085352,0.41447698,4.000542182,0.039731355,0.383488031,0.904140985,0.637825327
coated_6_7,TRUE,TRUE,31,0.480519,0.433634,41.0653,27.7102,2.01986,0.0491847,3,0,0.347692274,(1.6+0.01523j),0.9,0.20754062,0.193224823,1.308357364,0.03100481,0.209938719,0.839540232,0.672820433,0.196454275,1.330224524,0.031149386,0.210917668,0.841442054,0.5514423,0.19583731,1.326046949,0.032435169,0.219623916,0.834376969,0.534988895
coated_6_8,TRUE,TRUE,31,0.320953,0.277234,10.748245,7.49883,2.13235,0.0411249,3,0,0.358545817,(1.6+0j),0.55,0.409484464,0.100360175,1.662564664,0.027970979,0.463366689,0.721294035,0.706404565,0.107395444,1.779110794,0.028517413,0.472418894,0.734463477,0.590895834,0.102884819,1.704387876,0.029957854,0.496281208,0.70882144,0.546916937
coated_6_9,TRUE,TRUE,31,0.513952,0.485268,57.5845,38.723,2.18533,0.0421264,3,0,0.341003293,(1.6+0.00812j),0.6,0.453214929,0.642334814,3.473027901,0.053734753,0.290537415,0.916344636,0.824111806,0.676424633,3.657347499,0.053745868,0.290597514,0.920544188,0.710951079,0.652864424,3.529960252,0.056331016,0.304575101,0.91371713,0.677610558
coated_6_10,TRUE,TRUE,31,0.432324,0.400858,32.45875,21.9725,2.18533,0.0421264,3,0,0.34426276,(1.6+0.28786j),0.35,0.776939879,0.37328448,2.957800933,0.186463361,1.47748308,0.500479203,0.922816204,0.364289546,2.886527617,0.181620981,1.439113426,0.501437846,0.822666,0.361773749,2.866593148,0.180634042,1.4312932,0.500698869,0.816430695
coated_7_1,TRUE,TRUE,32,0.194346,0.1270194,1,1,1.81978,0.0173197,2.163080573,0,0.456026202,(1.6+0.05449j),0.85,0.201237987,0.008610253,0.679494426,0.008081505,0.63776733,0.061409033,0.232200156,0.00811747,0.640605588,0.007431755,0.586491039,0.084474051,0.048895573,0.00811747,0.640605588,0.007431755,0.586491039,0.084474051,0.048895573
coated_7_2,TRUE,TRUE,32,0.215846,0.1523876,1.730155,1.48677,1.79743,0.0219911,2.104868084,0,0.420093575,(1.6+0j),0.45,0.389126839,0.027793617,1.523898107,0.019797826,1.085496334,0.28768444,0.527469352,0.032186374,1.764748859,0.020585138,1.128663903,0.360439364,0.287731023,0.033480399,1.835699048,0.020945835,1.148440626,0.374385127,0.235286191
coated_7_3,TRUE,TRUE,32,0.265513,0.207742,4.386385,3.25759,1.77461,0.0313514,2.164699877,0,0.382980105,(1.6+0j),0.45,0.405586464,0.056105556,1.655264394,0.026344553,0.777234981,0.530446626,0.641992719,0.063686577,1.878924854,0.028631652,0.844710531,0.550428784,0.535357653,0.06118282,1.805057309,0.029230951,0.862391458,0.522235968,0.457246747
coated_7_4,TRUE,TRUE,32,0.326464,0.275782,10.241425,7.16095,1.76222,0.0347656,3,0,0.362460291,(1.6+0j),0.85,0.238662499,0.035430181,0.593132416,0.014383126,0.240786195,0.594043103,0.326615239,0.034246306,0.573313296,0.013285794,0.222415881,0.612051766,0.229425895,0.037450882,0.62696073,0.015393736,0.257704691,0.588961989,0.201267504
coated_7_5,TRUE,TRUE,32,0.554391,0.511802,65.56555,44.0437,1.92278,0.032781,3,0,0.343785871,(1.6+0.07359j),0.85,0.316657368,0.473094184,2.299607788,0.124922587,0.607221485,0.73594563,0.771397096,0.479998507,2.333168197,0.122917247,0.597473968,0.743921605,0.620216214,0.479269396,2.329624146,0.125635035,0.610684543,0.737861344,0.621227503
coated_7_6,TRUE,TRUE,32,0.557898,0.524942,70.7092,47.4728,1.95367,0.021362,3,0,0.341217134,(1.6+0j),0.35,0.790507989,0.772700634,3.570250956,0.051028481,0.235776283,0.933960865,0.830806843,0.713428267,3.296383928,0.069977667,0.323330692,0.901913521,0.596262154,0.755021486,3.488564732,0.039924211,0.18446918,0.947121755,0.542034822
coated_7_7,TRUE,TRUE,32,0.608868,0.578168,94.34005,63.2267,1.9923,0.0259715,3,0,0.339790004,(1.6+0j),0.55,0.543241731,1.113414115,4.240906906,0.039026816,0.148650076,0.964948517,0.834367853,1.177859408,4.486373967,0.043147606,0.164345844,0.963367779,0.704420824,1.161395407,4.423663879,0.034864958,0.132797885,0.969980114,0.677106026
coated_7_8,TRUE,TRUE,32,0.511745,0.463676,48.8401,32.8934,2.05035,0.0311098,3,0,0.34675212,(1.6+0j),0.4,0.806892297,0.688609519,4.078062767,0.044980718,0.266383467,0.934678919,0.848272934,0.681019559,4.033113733,0.04743316,0.280907249,0.930349782,0.716437754,0.667694129,3.954198268,0.042864191,0.253849033,0.935802654,0.667073291
coated_7_9,TRUE,TRUE,32,0.451622,0.410968,33.9832,22.9888,1.99398,0.023662,3,0,0.346830463,(1.6+0j),0.55,0.609305209,0.390649249,2.944971513,0.035159595,0.265056202,0.909997023,0.783458802,0.411839473,3.104717392,0.034891478,0.263034962,0.915278936,0.66730224,0.386515283,2.913806954,0.036474611,0.27496966,0.905632163,0.628019703
coated_7_10,TRUE,TRUE,32,0.575786,0.542342,77.9188,52.2792,2.02192,0.0483352,3,0,0.340984384,(1.6+0j),0.7,0.4971244,0.742591644,3.214502,0.032157805,0.139203464,0.95669517,0.80516646,0.77424594,3.35152589,0.030799709,0.133324591,0.960219734,0.682409436,0.75245481,3.257197289,0.03552144,0.153763837,0.952792593,0.66268085
coated_8_1,TRUE,TRUE,36,0.203164,0.132076,1,1,1.80877,0.034406,2.125797873,0,0.453505433,(1.6+0j),0.9,0.170997944,0.009091803,0.663609096,0.008542195,0.623493276,0.06045098,0.191385798,0.008534152,0.622906234,0.007845259,0.572624088,0.080721854,0.047155214,0.008534152,0.622906234,0.007845259,0.572624088,0.080721854,0.047155214
coated_8_2,TRUE,TRUE,36,0.232127,0.1618206,1.83943,1.55962,1.82563,0.0292376,2.549317496,0,0.419384191,(1.6+0.00865j),0.75,0.205833826,0.015275885,0.742760651,0.012912716,0.627856063,0.154699346,0.241487966,0.015253755,0.741684625,0.012463917,0.606034094,0.182895163,0.103202736,0.015627107,0.759838124,0.012597834,0.612545526,0.193847338,0.084549135
coated_8_3,TRUE,TRUE,36,0.276949,0.217244,4.45534,3.30356,1.79482,0.0160354,1.790173373,0,0.381164676,(1.6+0j),0.45,0.345397907,0.065418525,1.764880432,0.029278808,0.789892377,0.552438589,0.659843101,0.07541038,2.034443645,0.032825775,0.885583524,0.564704814,0.566362246,0.070734692,1.908301557,0.033286424,0.898011051,0.529418688,0.500367985
coated_8_4,TRUE,TRUE,36,0.266737,0.2125,4.17496,3.11664,1.72576,0.0307156,1.807757363,0,0.378705121,(1.6+0j),1.2,0.134055259,0.009786637,0.275947043,0.008319263,0.234572494,0.149936555,0.161320777,0.009253797,0.260922923,0.007799139,0.219906938,0.157195792,0.066127806,0.009330807,0.263094297,0.007774561,0.219213921,0.166785736,0.055670937
coated_8_5,TRUE,TRUE,36,0.513533,0.47269,45.82075,30.8805,1.71824,0.0502912,3,0,0.344519469,(1.6+0j),0.3,0.592770891,0.593370664,3.381297319,0.064067449,0.365085615,0.892027946,0.826841574,0.519191998,2.958593368,0.073849158,0.420826264,0.857761371,0.614011199,0.587360548,3.347048932,0.044321773,0.252565724,0.924540773,0.582858615
coated_8_6,TRUE,TRUE,36,0.355968,0.315284,13.605415,9.40361,1.6985,0.0512379,3,0,0.352928307,(1.6+0j),1.1,0.172184775,0.029660383,0.379911996,0.011949375,0.153056377,0.59712676,0.248710037,0.028172576,0.360855069,0.01092074,0.139880872,0.612362736,0.172176626,0.030298593,0.388086667,0.012285668,0.157363872,0.594513584,0.157103858
coated_8_7,TRUE,TRUE,36,0.637987,0.59749,92.7055,62.137,1.66936,0.0285993,3,0,0.341418121,(1.6+0.27926j),0.35,0.576775153,0.760906264,2.713813482,0.399192062,1.423740154,0.475372879,0.9574936,0.72443759,2.583745978,0.386012529,1.376734633,0.467155578,0.867540554,0.728078352,2.596730954,0.386122981,1.377128567,0.469668367,0.867713942
coated_8_8,TRUE,TRUE,36,0.517838,0.485236,49.62925,33.4195,1.71302,0.0292551,3,0,0.342018355,(1.6+0j),0.6,0.398508863,0.640216304,3.462029947,0.04062347,0.219675241,0.936547273,0.819187631,0.683912276,3.698320032,0.040845512,0.220875954,0.940276679,0.707138281,0.656075781,3.547791565,0.042020732,0.227231067,0.935951404,0.666743803
coated_8_9,TRUE,TRUE,36,0.606861,0.576768,83.30125,55.8675,1.71084,0.0287241,3,0,0.339686279,(1.6+0j),0.95,0.277220729,0.607008163,2.323284184,0.023983519,0.091795358,0.960488967,0.739971776,0.620429395,2.374653075,0.022863668,0.0875092,0.963148638,0.593299575,0.623182862,2.385191791,0.024385859,0.093335285,0.960868856,0.591047044
coated_8_10,TRUE,TRUE,36,0.620743,0.582738,86.03935,57.6929,1.74964,0.0272939,3,0,0.341194825,(1.6+0.14315j),0.85,0.329705601,0.707570483,2.652974941,0.260781353,0.977777354,0.631441165,0.809342773,0.708400718,2.656087838,0.256009546,0.959885874,0.638609138,0.675597081,0.701725479,2.6310596,0.258034528,0.96747837,0.63228565,0.675046733
coated_9_1,TRUE,TRUE,34,0.204277,0.129544,1,1,1.81338,0.033119,2.003519688,0,0.462525283,(1.6+0.13338j),0.5,0.310592452,0.017729535,1.3451566,0.014975562,1.136210082,0.155332486,0.526078022,0.021986454,1.66813314,0.016130937,1.2238695,0.266323849,0.153442222,0.021986454,1.66813314,0.016130937,1.2238695,0.266323849,0.153442222
coated_9_2,TRUE,TRUE,34,0.232319,0.1542202,1.68376,1.45584,1.81447,0.0217813,2.141174305,0,0.434538562,(1.6+0j),0.3,0.520498015,0.04958859,2.654662754,0.03011198,1.612006924,0.39276395,0.751293919,0.050877619,2.723669259,0.027286618,1.46075475,0.463681302,0.560476079,0.047341325,2.534358255,0.026149368,1.39987352,0.447641817,0.53392634
coated_9_3,TRUE,TRUE,34,0.273212,0.1987314,3.61192,2.74128,1.83854,0.0276632,2.4061554,0,0.399517374,(1.6+0j),1,0.178770869,0.011838052,0.381643061,0.009753641,0.314444433,0.176077166,0.163894175,0.011232057,0.362106607,0.009112639,0.293779365,0.188693718,0.084075298,0.011540997,0.372066415,0.009244603,0.298033709,0.198977127,0.069196923
