run,RMSE_mean,MAE_mean,NLL_mean,sharp_mean,zvar_mean,cov68_mean,cov90_mean,cov95_mean,frac_epi_m,cal_err,score
20260329_134949,0.95939995009177,0.686941117455013,9692.107895801519,0.48432648032355646,19385.89253651414,0.3950617283950617,0.5149911816578483,0.5396825396825397,0.9773428234764238,0.6306996330011618,1.0
