run,target,RMSE_pred,MAE_pred,NLL_ale,NLL_total,sharp_ale,sharp_epi,sharp_total,z_var_ale,z_var_tot,cov68_tot,cov90_tot,cov95_tot,frac_epi
20260329_134949,Qext,2.0135272211940185,1.3897477473790645,79.01776830444592,6.657765877859003,0.23437559018523124,1.1804111683629241,1.2065757650406181,159.5893841523153,11.854348318384451,0.47619047619047616,0.6190476190476191,0.6349206349206349,0.973661222750641
20260329_134949,SSA,0.4980958877915681,0.42816938760468354,16431964.26548661,28772.259190676137,0.011207105675268924,0.13117604204532987,0.13192166300179586,32863937.833998464,57548.04846877115,0.21693121693121692,0.30158730158730157,0.32275132275132273,0.9895638746786213
20260329_134949,g,0.36657674128972345,0.24290621738129103,26400.788518822403,297.4067308505598,0.0204832879077803,0.11248104751505571,0.11448201292825534,52808.02603212094,597.7747924528861,0.49206349206349204,0.6243386243386243,0.6613756613756614,0.968803373000009
